2.996047580000000110e+01,3.258308350000000075e+01
2.996094980000000163e+01,3.258320419999999729e+01
2.996200479999999899e+01,3.258349789999999757e+01
2.996228019999999859e+01,3.258356760000000207e+01
2.996240969999999848e+01,3.258357900000000029e+01
2.996244629999999987e+01,3.258357970000000137e+01
2.996246610000000032e+01,3.258356030000000203e+01
2.996247710000000097e+01,3.258343690000000237e+01
2.996250560000000007e+01,3.258342679999999802e+01
2.996254509999999982e+01,3.258344900000000166e+01
2.996256950000000074e+01,3.258356560000000002e+01
2.996258459999999957e+01,3.258357900000000029e+01
2.996261360000000096e+01,3.258357440000000338e+01
2.996263629999999978e+01,3.258353809999999839e+01
2.996269149999999826e+01,3.258347179999999810e+01
2.996278270000000177e+01,3.258348720000000043e+01
2.996280300000000096e+01,3.258350389999999663e+01
2.996280709999999914e+01,3.258353610000000344e+01
2.996280940000000115e+01,3.258363669999999956e+01
2.996281929999999960e+01,3.258365750000000105e+01
2.996283610000000053e+01,3.258367559999999941e+01
2.996318000000000126e+01,3.258377620000000263e+01
2.996347340000000159e+01,3.258383859999999999e+01
2.996399040000000014e+01,3.258395120000000134e+01
2.996416470000000132e+01,3.258401829999999677e+01
2.996432499999999877e+01,3.258402230000000088e+01
2.996450049999999976e+01,3.258403700000000214e+01
2.996551589999999976e+01,3.258423020000000037e+01
2.996586449999999857e+01,3.258428380000000146e+01
2.996645240000000143e+01,3.258435089999999690e+01
2.996663589999999999e+01,3.258438170000000156e+01
2.996677650000000170e+01,3.258443270000000069e+01
2.996694499999999906e+01,3.258448500000000081e+01
2.996711110000000033e+01,3.258451039999999921e+01
2.996780700000000053e+01,3.258454669999999709e+01
2.996856449999999938e+01,3.258459229999999707e+01
2.996922329999999945e+01,3.258463520000000102e+01
2.996987389999999962e+01,3.258469019999999716e+01
2.997015620000000169e+01,3.258471829999999869e+01
2.997095200000000048e+01,3.258476530000000082e+01
2.997134349999999969e+01,3.258480680000000262e+01
2.997173619999999872e+01,3.258484570000000247e+01
2.997246349999999993e+01,3.258489130000000245e+01
2.997249130000000150e+01,3.258488059999999820e+01
2.997252040000000051e+01,3.258485509999999863e+01
2.997270509999999888e+01,3.258485910000000274e+01
2.997273410000000027e+01,3.258488729999999833e+01
2.997276899999999955e+01,3.258490340000000174e+01
2.997359379999999973e+01,3.258495030000000270e+01
2.997489149999999825e+01,3.258502680000000140e+01
2.997543050000000164e+01,3.258505499999999699e+01
2.997628320000000102e+01,3.258503879999999953e+01
2.997754720000000006e+01,3.258498759999999805e+01
2.998015510000000106e+01,3.258476790000000278e+01
2.998091249999999874e+01,3.258454799999999807e+01
2.998170250000000081e+01,3.258444610000000097e+01
2.998252719999999982e+01,3.258432539999999733e+01
2.998252490000000137e+01,3.258441390000000126e+01
2.998282689999999917e+01,3.258436019999999900e+01
