2.997466297203342478e+01,3.258686397402575352e+01
2.997466201492335358e+01,3.258686068951290338e+01
2.997469260029300386e+01,3.258686558829509750e+01
2.997469260481622655e+01,3.258686566742765933e+01
2.997472461714127334e+01,3.258686587745207675e+01
2.997474347301463382e+01,3.258686607884183672e+01
2.997474347301615083e+01,3.258686621472921985e+01
2.997477348301999100e+01,3.258686530924651237e+01
2.997480917017478674e+01,3.258686563206686770e+01
2.997483858893027531e+01,3.258686780095735713e+01
2.997483858893239983e+01,3.258686780095677449e+01
2.997487365355357625e+01,3.258687361932982895e+01
2.997487330226164914e+01,3.258687326628650283e+01
2.997490787216160157e+01,3.258687755317892254e+01
2.997494187841532209e+01,3.258688022513815952e+01
2.997494187841600777e+01,3.258688134564453520e+01
2.997497627797789121e+01,3.258688293918666545e+01
2.997497627797699948e+01,3.258688290375807384e+01
2.997500386465227251e+01,3.258688741468948535e+01
2.997503380821730801e+01,3.258689283049346130e+01
2.997503322708643836e+01,3.258689201310605910e+01
2.997506816422459863e+01,3.258689636497801700e+01
2.997509544603808607e+01,3.258689902254758408e+01
2.997509537452158668e+01,3.258689957659095882e+01
2.997512983483807858e+01,3.258690433806911102e+01
2.997512983483768778e+01,3.258690452927450565e+01
2.997516740767000343e+01,3.258690550903689598e+01
2.997519598112612016e+01,3.258690894470016985e+01
2.997519591993824051e+01,3.258690844145179710e+01
2.997522441690950856e+01,3.258690906047232971e+01
2.997525200722247618e+01,3.258690924996341920e+01
2.997525200722188288e+01,3.258690946313326720e+01
2.997528691870163087e+01,3.258690996270848217e+01
2.997531859840173141e+01,3.258691005515696304e+01
2.997531859840075086e+01,3.258691016527244244e+01
2.997535424210544619e+01,3.258691615714085543e+01
2.997535407648890882e+01,3.258691596976503746e+01
2.997538287945074842e+01,3.258691794993099222e+01
2.997541224955174499e+01,3.258692129558387052e+01
2.997541227893503191e+01,3.258692201619616213e+01
2.997544127710773054e+01,3.258692517790381515e+01
2.997547027656557006e+01,3.258692619427819182e+01
2.997547222048010696e+01,3.258692923612507997e+01
2.997550911481333102e+01,3.258693483684679393e+01
2.997554217858569459e+01,3.258693706749206598e+01
2.997554131854268178e+01,3.258693723456794089e+01
2.997557820877795720e+01,3.258694271859357627e+01
2.997561051049857639e+01,3.258694566713819540e+01
2.997561051049935443e+01,3.258694582507035875e+01
2.997561051022775302e+01,3.258694590207214503e+01
2.997564824454613230e+01,3.258694671680389376e+01
2.997567716120992642e+01,3.258694814863933686e+01
2.997570030631248628e+01,3.258695246721885042e+01
2.997570007972438333e+01,3.258695261875675442e+01
2.997573634968423661e+01,3.258695211477959219e+01
2.997576570767855841e+01,3.258695167521356950e+01
2.997576570950830899e+01,3.258695167645657165e+01
2.997580077928334674e+01,3.258695156275370408e+01
2.997583466799892093e+01,3.258695102023446566e+01
2.997583468582726596e+01,3.258695091699179613e+01
2.997586904396689178e+01,3.258695086807912844e+01
2.997586904396637664e+01,3.258695086807862396e+01
2.997590158216836187e+01,3.258695160228970877e+01
2.997592537610240626e+01,3.258695225749024615e+01
2.997592636979417691e+01,3.258695182829236359e+01
2.997595700695664434e+01,3.258695221654040353e+01
2.997598984519955323e+01,3.258695305058836311e+01
2.997602104907150178e+01,3.258695292282610723e+01
2.997602084439485992e+01,3.258695258821931873e+01
2.997605853721387703e+01,3.258695417012216922e+01
2.997608880938061304e+01,3.258695783817014302e+01
2.997608794822290434e+01,3.258695770442266593e+01
2.997612090324992806e+01,3.258695778601588700e+01
2.997615775824445095e+01,3.258695973296836002e+01
2.997615775824415962e+01,3.258696018996636923e+01
2.997618917395793758e+01,3.258696460155199759e+01
2.997618917395752902e+01,3.258696429138558415e+01
2.997622532014661800e+01,3.258696260405811529e+01
2.997622532380587757e+01,3.258696260407781864e+01
2.997626380261922563e+01,3.258696390120027786e+01
2.997630042396176009e+01,3.258696457662252755e+01
2.997630042396244932e+01,3.258696490892133824e+01
2.997633785135203155e+01,3.258696743678955698e+01
2.997637059112152613e+01,3.258696909001231745e+01
2.997637019495858723e+01,3.258696903933751798e+01
2.997640644055199388e+01,3.258697025873823350e+01
2.997643850600802296e+01,3.258697094634364078e+01
